"lang"
{
"Language"	"czech"
"[english]DOTA_Chat_LaneMid"	"Mid"
"DOTA_Chat_LaneBot"	"Spodní"
"[english]DOTA_Chat_LaneBot"	"Bottom"
"DOTA_Lobby_Player_Joined"	"%s1 se připojil."
"[english]DOTA_Lobby_Player_Joined"	"%s1 joined."
"DOTA_Lobby_Player_Left"	"%s1 se odpojil."
"[english]DOTA_Lobby_Player_Left"	"%s1 left."
"DOTA_Lobby_Become_Leader_Self"	"Nyní jsi vedoucím lobby."
"[english]DOTA_Lobby_Become_Leader_Self"	"You are now the Lobby Leader."
"DOTA_Lobby_Become_Leader"	"%s1 je nyní vedoucím lobby."
"[english]DOTA_Lobby_Become_Leader"	"%s1 is now the Lobby Leader."
"DOTA_Lobby_Game_Lobby_Setup"	"NASTAVENÍ ONLINE CVIČNÉHO LOBBY"
"[english]DOTA_Lobby_Game_Lobby_Setup"	"ONLINE PRACTICE LOBBY SETTINGS"
"DOTA_Lobby_Game_Name"	"NÁZEV LOBBY"
"[english]DOTA_Lobby_Game_Name"	"LOBBY NAME"
"DOTA_Lobby_Game_Mode"	"HERNÍ MÓD"
"[english]DOTA_Lobby_Game_Mode"	"GAME MODE"
"DOTA_Lobby_Region"	"UMÍSTĚNÍ SERVERU"
"[english]DOTA_Lobby_Region"	"SERVER LOCATION"
"DOTA_Lobby_Team_1_Logo"	"LOGO TÝMU 1"
"[english]DOTA_Lobby_Team_1_Logo"	"TEAM 1 LOGO"
"DOTA_Lobby_Team_2_Logo"	"LOGO TÝMU 2"
"[english]DOTA_Lobby_Team_2_Logo"	"TEAM 2 LOGO"
"DOTA_Lobby_Team_1_Name"	"JMÉNO TÝMU 1"
"[english]DOTA_Lobby_Team_1_Name"	"TEAM 1 NAME"
"DOTA_Lobby_Team_2_Name"	"JMÉNO TÝMU 2"
"[english]DOTA_Lobby_Team_2_Name"	"TEAM 2 NAME"
"DOTA_Lobby_Enable_Cheats"	"Povolit cheaty"
"[english]DOTA_Lobby_Enable_Cheats"	"Enable cheats"
"DOTA_Lobby_Fill_Bots"	"Zaplnit volná místa boty"
"[english]DOTA_Lobby_Fill_Bots"	"Fill empty slots with bots"
"DOTA_Lobby_Intro_Mode"	"Intro mód"
"[english]DOTA_Lobby_Intro_Mode"	"Intro Mode"
"DOTA_UI_Cancel"	"ZRUŠIT"
"[english]DOTA_UI_Cancel"	"CANCEL"
"DOTA_UI_Ok"	"OK"
"[english]DOTA_UI_Ok"	"OK"
"dota_region_automatic"	"Automaticky"
"[english]dota_region_automatic"	"Automatic"
"dota_region_us_west"	"Západ USA"
"[english]dota_region_us_west"	"US West"
"dota_region_us_east"	"Východ USA"
"[english]dota_region_us_east"	"US East"
"dota_region_europe"	"Lucembursko"
"[english]dota_region_europe"	"Luxembourg"
"dota_region_hong_kong"	"Hong Kong"
"[english]dota_region_hong_kong"	"Hong Kong"
"dota_region_singapore"	"Singapur"
"[english]dota_region_singapore"	"Singapore"
"dota_region_shanghai"	"Šanghaj"
"[english]dota_region_shanghai"	"Shanghai"
"dota_region_beijing"	"Peking"
"[english]dota_region_beijing"	"Beijing"
"dota_region_malaysia"	"Malajsie"
"[english]dota_region_malaysia"	"Malaysia"
"dota_matchgroup_na"	"Severní Amerika"
"[english]dota_matchgroup_na"	"North America"
"dota_matchgroup_sa"	"Jižní Amerika"
"[english]dota_matchgroup_sa"	"South America"
"dota_matchgroup_as"	"Asie"
"[english]dota_matchgroup_as"	"Asia"
"dota_matchgroup_eu"	"Západní Evropa"
"[english]dota_matchgroup_eu"	"Europe West"
"DOTA_Hero_Selection_Timer_Second"	"SEKUNDA"
"[english]DOTA_Hero_Selection_Timer_Second"	"SECOND"
"DOTA_Hero_Selection_Timer_Seconds"	"SEKUND"
"[english]DOTA_Hero_Selection_Timer_Seconds"	"SECONDS"
"DOTA_Hero_Selection_Search_Field_Default"	"NAJÍT HRDINU"
"[english]DOTA_Hero_Selection_Search_Field_Default"	"SEARCH HEROES"
"DOTA_Hero_Selection_Filter_All"	"VŠICHNI HRDINOVÉ"
"[english]DOTA_Hero_Selection_Filter_All"	"ALL HEROES"
"DOTA_Hero_Selection_AdvFilter_Carry"	"Carry"
"[english]DOTA_Hero_Selection_AdvFilter_Carry"	"Carry"
"DOTA_Hero_Selection_AdvFilter_Initiator"	"Iniciátoři"
"[english]DOTA_Hero_Selection_AdvFilter_Initiator"	"Initiator"
"DOTA_Hero_Selection_AdvFilter_Ganker"	"GANKEŘI"
"[english]DOTA_Hero_Selection_AdvFilter_Ganker"	"GANKER"
"DOTA_Hero_Selection_AdvFilter_Support"	"Supporti"
"[english]DOTA_Hero_Selection_AdvFilter_Support"	"Support"
"DOTA_Hero_Selection_AdvFilter_Pusher"	"Pusheři"
"[english]DOTA_Hero_Selection_AdvFilter_Pusher"	"Pusher"
"DOTA_Hero_Selection_Team_Good"	"RADIANT"
"[english]DOTA_Hero_Selection_Team_Good"	"THE RADIANT"
"DOTA_Hero_Selection_Team_Bad"	"DIRE"
"[english]DOTA_Hero_Selection_Team_Bad"	"THE DIRE"
"DOTA_Hero_Selection_STR"	"SÍLA"
"[english]DOTA_Hero_Selection_STR"	"STRENGTH"
"DOTA_Hero_Selection_AGI"	"OBRATNOST"
"[english]DOTA_Hero_Selection_AGI"	"AGILITY"
"DOTA_Hero_Selection_INT"	"INTELIGENCE"
"[english]DOTA_Hero_Selection_INT"	"INTELLIGENCE"
"DOTA_Hero_Selection_STR_Good"	"TÝM RADIANT: SÍLA"
"[english]DOTA_Hero_Selection_STR_Good"	"THE RADIANT: STRENGTH"
"DOTA_Hero_Selection_AGI_Good"	"OBRATNOST"
"[english]DOTA_Hero_Selection_AGI_Good"	"AGILITY"
"DOTA_Hero_Selection_INT_Good"	"INTELIGENCE"
"[english]DOTA_Hero_Selection_INT_Good"	"INTELLIGENCE"
"DOTA_Hero_Selection_STR_Bad"	"TÝM DIRE: SÍLA"
"[english]DOTA_Hero_Selection_STR_Bad"	"THE DIRE: STRENGTH"
"DOTA_Hero_Selection_AGI_Bad"	"OBRATNOST"
"[english]DOTA_Hero_Selection_AGI_Bad"	"AGILITY"
"DOTA_Hero_Selection_INT_Bad"	"INTELIGENCE"
"[english]DOTA_Hero_Selection_INT_Bad"	"INTELLIGENCE"
"DOTA_Hero_Selection_Random"	"Náhodný hrdina"
"[english]DOTA_Hero_Selection_Random"	"Random Hero"
"DOTA_Hero_Selection_Confirm"	"Vybrat %s1"
"[english]DOTA_Hero_Selection_Confirm"	"Choose %s1"
"DOTA_Hero_Selection_Ban_Confirm"	"Ban – %s1"
"[english]DOTA_Hero_Selection_Ban_Confirm"	"Ban %s1"
"DOTA_Hero_Selection_Pick_Confirm"	"Vybrat %s1"
"[english]DOTA_Hero_Selection_Pick_Confirm"	"Pick %s1"
"DOTA_Hero_Selection_Pick"	"ZVOLIT VÝBĚR č. %d"
"[english]DOTA_Hero_Selection_Pick"	"SELECT PICK #%d"
"DOTA_Hero_Selection_Ban"	"ZVOLIT BAN č. %d"
"[english]DOTA_Hero_Selection_Ban"	"SELECT BAN #%d"
"DOTA_Hero_Selection_Complete"	"DOKONČIT"
"[english]DOTA_Hero_Selection_Complete"	"COMPLETE"
"DOTA_Hero_Selection_Instruction"	"Máš %s1 na vybrání hrdiny."
"[english]DOTA_Hero_Selection_Instruction"	"You have %s1 to choose a hero."
"DOTA_Hero_Selection_Instruction_Other"	"Ostatní hráči si vybírají své hrdiny."
"[english]DOTA_Hero_Selection_Instruction_Other"	"Other players are choosing their heroes."
"DOTA_Hero_Selection_Filter_Starter"	"HRDINOVÉ VHODNÍ PRO ZAČÁTEK"
"[english]DOTA_Hero_Selection_Filter_Starter"	"RECOMMENDED STARTER HEROES"
"DOTA_Hero_Selection_Filter_Favorites"	"Oblíbené"
"[english]DOTA_Hero_Selection_Filter_Favorites"	"Favorites"
"DOTA_Hero_Selection_Filter_Recent"	"NEDÁVNÍ"
"[english]DOTA_Hero_Selection_Filter_Recent"	"RECENT"
"DOTA_CombatLogHeading"	"Záznam boje"
"[english]DOTA_CombatLogHeading"	"Combat Log"
"DOTA_ToolTip_Ability"	"SCHOPNOST:"
"[english]DOTA_ToolTip_Ability"	"ABILITY:"
"DOTA_ToolTip_Ability_NoTarget"	"Žádný cíl"
"[english]DOTA_ToolTip_Ability_NoTarget"	"No Target"
"DOTA_ToolTip_Ability_Passive"	"Pasivní"
"[english]DOTA_ToolTip_Ability_Passive"	"Passive"
"DOTA_ToolTip_Ability_AutoCast"	"Samokouzlení"
"[english]DOTA_ToolTip_Ability_AutoCast"	"Auto-Cast"
"DOTA_ToolTip_Ability_Aura"	"Aura"
"[english]DOTA_ToolTip_Ability_Aura"	"Aura"
"DOTA_ToolTip_Ability_Toggle"	"Přepnout"
"[english]DOTA_ToolTip_Ability_Toggle"	"Toggle"
"DOTA_ToolTip_Ability_Target"	"Cílová jednotka"
"[english]DOTA_ToolTip_Ability_Target"	"Unit Target"
"DOTA_ToolTip_Ability_Point"	"Cílový bod"
"[english]DOTA_ToolTip_Ability_Point"	"Point Target"
"DOTA_ToolTip_Targeting"	"PŮSOBÍ NA:"
"[english]DOTA_ToolTip_Targeting"	"AFFECTS:"
"DOTA_ToolTip_Targeting_Enemy"	"Nepřátelé"
"[english]DOTA_ToolTip_Targeting_Enemy"	"Enemies"
"DOTA_ToolTip_Targeting_EnemyHero"	"Nepřátelští hrdinové"
"[english]DOTA_ToolTip_Targeting_EnemyHero"	"Enemy Heroes"
"DOTA_ToolTip_Targeting_Self"	"Sebe"
"[english]DOTA_ToolTip_Targeting_Self"	"Self"
"DOTA_ToolTip_Targeting_Allies"	"Spojenci"
"[english]DOTA_ToolTip_Targeting_Allies"	"Allies"
"DOTA_ToolTip_Targeting_Trees"	"Stromy"
"[english]DOTA_ToolTip_Targeting_Trees"	"Trees"
"DOTA_ToolTip_Level"	"ÚROVEŇ"
"[english]DOTA_ToolTip_Level"	"LEVEL"
"DOTA_Hero_Tooltip_Level"	"Úroveň %s1"
"[english]DOTA_Hero_Tooltip_Level"	"Level %s1"
"AbilityDuration"	"TRVÁNÍ:"
"[english]AbilityDuration"	"DURATION:"
"AbilityDamage"	"POŠKOZENÍ:"
"[english]AbilityDamage"	"DAMAGE:"
"DOTA_Chat_Prompt"	"Říct:"
"[english]DOTA_Chat_Prompt"	"Say:"
"dota_dashboard_players_online"	"%s1 HRÁČŮ ONLINE"
"[english]dota_dashboard_players_online"	"%s1 PLAYERS ONLINE"
"dota_dashboard_welcome"	"VÍTEJ V SÍTI DOTA"
"[english]dota_dashboard_welcome"	"WELCOME TO THE DOTA NETWORK"
"dota_dashboard_actions"	"AKCE:"
"[english]dota_dashboard_actions"	"ACTIONS:"
"dota_dashboard_start_playing"	"HRÁT"
"[english]dota_dashboard_start_playing"	"PLAY"
"dota_dashboard_action_matchmaking"	"VYHLEDÁVÁNÍ ZÁPASŮ"
"[english]dota_dashboard_action_matchmaking"	"MATCHMAKING"
"dota_dashboard_action_matchmaking_label"	"hraj s lidmi zhruba stejně dobrými jako ty"
"[english]dota_dashboard_action_matchmaking_label"	"play with people almost as good as you"
"dota_dashboard_action_private"	"SOUKROMÉ"
"[english]dota_dashboard_action_private"	"PRIVATE"
"dota_dashboard_action_private_label"	"hraj se svými přáteli"
"[english]dota_dashboard_action_private_label"	"play with your network of friends"
"dota_dashboard_action_ai"	"A.I."
"[english]dota_dashboard_action_ai"	"A.I."
"dota_dashboard_action_ai_label"	"hraj s boty"
"[english]dota_dashboard_action_ai_label"	"play with bots"
"dota_dashboard_action_tutorial"	"TUTORIÁL"
"[english]dota_dashboard_action_tutorial"	"TUTORIAL"
"dota_dashboard_action_tutorial_label"	"hraj s průvodcem"
"[english]dota_dashboard_action_tutorial_label"	"play with guide"
"dota_dashboard_action_friends_game"	"HRY PŘÁTEL"
"[english]dota_dashboard_action_friends_game"	"FRIENDS' GAMES"
"dota_dashboard_action_friends_game_label"	"přátel nacházejících se právě v lobby"
"[english]dota_dashboard_action_friends_game_label"	"friends currently in a game lobby"
"dota_dashboard_prepareresearch"	"PŘÍPRAVA/VÝZKUM"
"[english]dota_dashboard_prepareresearch"	"PREPARE/RESEARCH"
"dota_dashboard_helpout"	"POMOCI"
"[english]dota_dashboard_helpout"	"HELP OUT"
"dota_dashboard_action_mentor"	"UČITEL"
"[english]dota_dashboard_action_mentor"	"MENTOR"
"dota_dashboard_action_mentor_label"	"adoptuj nováčka, odpovídej na otázky"
"[english]dota_dashboard_action_mentor_label"	"adopt a newb, answer a question"
"dota_dashboard_action_contribute"	"PŘISPĚT"
"[english]dota_dashboard_action_contribute"	"CONTRIBUTE"
"dota_dashboard_action_contribute_label"	"napiš příručku k hrdinovi, nebo ohodnoť jiné"
"[english]dota_dashboard_action_contribute_label"	"write a hero guide, rate a guide"
"dota_dashboard_start_learning"	"ZAČNI SE UČIT:"
"[english]dota_dashboard_start_learning"	"START LEARNING:"
"dota_dashboard_guides"	"PŘÍRUČKY"
"[english]dota_dashboard_guides"	"GUIDES"
"dota_dashboard_heropedia"	"HRDINOPEDIE"
"[english]dota_dashboard_heropedia"	"HEROPEDIA"
"dota_dashboard_action_heroes"	"HRDINOVÉ"
"[english]dota_dashboard_action_heroes"	"HEROES"
"dota_dashboard_action_items"	"PŘEDMĚTY"
"[english]dota_dashboard_action_items"	"ITEMS"
"dota_dashboard_action_replays"	"ZÁZNAMY"
"[english]dota_dashboard_action_replays"	"REPLAYS"
"dota_dashboard_action_comma"	", "
"[english]dota_dashboard_action_comma"	", "
"dota_dashboard_tips"	"TIPY"
"[english]dota_dashboard_tips"	"TIPS"
"dota_dashboard_configure"	"NASTAVIT:"
"[english]dota_dashboard_configure"	"CONFIGURE:"
"dota_dashboard_settings"	"Nastavení"
"[english]dota_dashboard_settings"	"Settings"
"dota_dashboard_quit"	"Konec"
"[english]dota_dashboard_quit"	"Quit"
"dota_dashboard_profile"	"TVŮJ PROFIL"
"[english]dota_dashboard_profile"	"YOUR PROFILE"
"dota_dashboard_chat"	"CHAT"
"[english]dota_dashboard_chat"	"CHAT"
"dota_dashboard_community"	"CHAT"
"[english]dota_dashboard_community"	"CHAT"
"dota_dashboard_join_chat"	"PŘIPOJIT SE KE KANÁLU"
"[english]dota_dashboard_join_chat"	"JOIN CHANNEL"
"dota_dashboard_category_today"	"DNES"
"[english]dota_dashboard_category_today"	"TODAY"
"dota_dashboard_category_updates"	"AKTUALIZACE"
"[english]dota_dashboard_category_updates"	"UPDATES"
"dota_dashboard_category_play"	"HRÁT"
"[english]dota_dashboard_category_play"	"PLAY"
"dota_dashboard_category_watch"	"SLEDOVAT"
"[english]dota_dashboard_category_watch"	"WATCH"
"dota_dashboard_category_learn"	"KNIHOVNA"
"[english]dota_dashboard_category_learn"	"LIBRARY"
"dota_dashboard_category_socialize"	"KOMUNITA"
"[english]dota_dashboard_category_socialize"	"COMMUNITY"
"dota_profile_mini_title"	"PROFIL"
"[english]dota_profile_mini_title"	"PROFILE"
"dota_profile_mini_party"	"SKUPINA"
"[english]dota_profile_mini_party"	"PARTY"
"dota_profile_mini_2"	"NEDÁVNÍ HRDINOVÉ"
"[english]dota_profile_mini_2"	"RECENT HEROES"
"matchmaking_status_title"	"Stav vyhledávání zápasů"
"[english]matchmaking_status_title"	"Matchmaking Status"
"matchmaking_status_text"	"Tvá hra je připravena"
"[english]matchmaking_status_text"	"Your game is ready"
"matchmaking_ready_text"	"%s1 Připraveno"
"[english]matchmaking_ready_text"	"%s1 Ready"
"matchmaking_player_afk"	"Hráč není připraven"
"[english]matchmaking_player_afk"	"Player not ready"
"matchmaking_player_cancel"	"Hráč zrušil hru"
"[english]matchmaking_player_cancel"	"Player cancelled"
"matchmaking_player_rematch"	"Hledání nových hráčů"
"[english]matchmaking_player_rematch"	"Finding new players"
"matchmaking_waiting_for_players"	"Čekám na ostatní hráče"
"[english]matchmaking_waiting_for_players"	"Waiting for other players"
"matchmaking_player_declined"	"Hráč odmítl zápas"
"[english]matchmaking_player_declined"	"A player declined the match"
"returning_top_of_queue"	"Návrat k hledání zápasů s vysokou prioritou"
"[english]returning_top_of_queue"	"Returning to matchmaking with high priority"
"dota_ready_fail"	"NEPODŘILO SE PŘIPRAVIT"
"[english]dota_ready_fail"	"FAILED TO READY UP"
"dota_ready_fail_desc"	"Tvůj zápas byl připraven, ale protože jsi neodpověděl, byl jsi vyřazen z fronty na zápas."
"[english]dota_ready_fail_desc"	"Your match was ready, but you failed to respond and have been removed from the matchmaking pool."
"dota_ready_fail_return"	"Najít další zápas?"
"[english]dota_ready_fail_return"	"Find another match?"
"matchmaking_label"	"Vyhledávání zápasů"
"[english]matchmaking_label"	"Matchmaking"
"matchmaking_wait_time"	"Odhadovaná doba čekání: nnn"
"[english]matchmaking_wait_time"	"Estimated wait time: nnn"
"matchmaking_exp_geo"	"Hledání mimo tvou lokaci"
"[english]matchmaking_exp_geo"	"Searching outside your location"
"matchmaking_exp_skill"	"Hledání mimo tvou hráčskou úroveň"
"[english]matchmaking_exp_skill"	"Searching outside your player level"
"matchmaking_region_active"	"VYBRANÝ"
"[english]matchmaking_region_active"	"SELECTED"
"matchmaking_region_inactive"	"NEVYBRANÝ"
"[english]matchmaking_region_inactive"	"UNSELECTED"
"matchmaking"	"AKTIVNÍ REGIONY"
"[english]matchmaking"	"ACTIVE REGIONS"
"today_in_dota"	"DNES V DOTĚ"
"[english]today_in_dota"	"TODAY IN DOTA"
"matches_in_progress"	"NEJLEPŠÍ ŽIVÉ ZÁPASY"
"[english]matches_in_progress"	"TOP LIVE MATCHES"
"findmatch"	"NAJÍT ZÁPAS"
"[english]findmatch"	"FIND MATCH"
"players_online"	"HRÁČI ONLINE"
"[english]players_online"	"PLAYERS ONLINE"
"dota_profile_prestige"	"PRESTIŽ"
"[english]dota_profile_prestige"	"PRESTIGE"
"dota_profile_wins"	"VÝHER:"
"[english]dota_profile_wins"	"WINS:"
"dota_profile_losses"	"PROHER"
"[english]dota_profile_losses"	"LOSSES"
"dota_profile_leaves"	"OPUŠTĚNÝCH"
"[english]dota_profile_leaves"	"ABANDONED"
"dota_join_chat_channel_prompt"	"Kanál:"
"[english]dota_join_chat_channel_prompt"	"Channel:"
"dota_join_chat_channel_button"	"PŘIPOJIT SE"
"[english]dota_join_chat_channel_button"	"JOIN"
"dota_join_chat_channel_name_header"	"Jméno kanálu"
"[english]dota_join_chat_channel_name_header"	"Channel Name"
"dota_join_chat_channel_startup_header"	"Připojit se při startu"
"[english]dota_join_chat_channel_startup_header"	"Join On Startup"
"dota_chat_party_tab"	"Skupina"
"[english]dota_chat_party_tab"	"Party"
"dota_chat_lobby_tab"	"Lobby"
"[english]dota_chat_lobby_tab"	"Lobby"
"dota_game_lobby_title"	"HERNÍ LOBBY"
"[english]dota_game_lobby_title"	"GAME LOBBY"
"dota_match_history"	"HISTORIE ZÁPASŮ"
"[english]dota_match_history"	"MATCH HISTORY"
"dota_match_history_details"	"DETAILY ZÁPASU"
"[english]dota_match_history_details"	"MATCH DETAILS"
"dota_match_history_win"	"VÝHRA"
"[english]dota_match_history_win"	"WIN"
"dota_match_history_loss"	"PROHRA"
"[english]dota_match_history_loss"	"LOSS"
"dota_match_history_back"	"ZAVŘÍT"
"[english]dota_match_history_back"	"CLOSE"
"dota_match_history_Winner_GoodGuys"	"VÍTĚZ: Tým Radiant"
"[english]dota_match_history_Winner_GoodGuys"	"WINNER: The Radiant"
"dota_match_history_Winner_BadGuys"	"VÍTĚZ: Tým Dire"
"[english]dota_match_history_Winner_BadGuys"	"WINNER: The Dire"
"page_previous"	"PŘEDCHOZÍ"
"[english]page_previous"	"PREVIOUS"
"page_next"	"DALŠÍ"
"[english]page_next"	"NEXT"
"page_counter"	"Strana: %s1"
"[english]page_counter"	"Page: %s1"
"page_back"	"ZPĚT"
"[english]page_back"	"BACK"
"dota_load_game_title"	"NAČÍST HRU"
"[english]dota_load_game_title"	"LOAD GAME"
"dota_watch_replay"	"ZHLÉDNOUT ZÁZNAM"
"[english]dota_watch_replay"	"WATCH REPLAY"
"dota_download_replay"	"STÁHNOUT ZÁZNAM"
"[english]dota_download_replay"	"DOWNLOAD REPLAY"
"dota_replay_unavailable"	"ZÁZNAM NEDOSTUPNÝ"
"[english]dota_replay_unavailable"	"REPLAY UNAVAILABLE"
"dota_profile_show_match_history"	"HISTORIE ZÁPASŮ"
"[english]dota_profile_show_match_history"	"MATCH HISTORY"
"dota_persona_panel_title"	"DETAILY HRÁČE"
"[english]dota_persona_panel_title"	"PLAYER DETAILS"
"dota_downloading_replay"	"Stahování…"
"[english]dota_downloading_replay"	"Downloading..."
"dota_persona_karma"	"KARMA:"
"[english]dota_persona_karma"	"KARMA:"
"dota_persona_rank"	"ELO:"
"[english]dota_persona_rank"	"ELO:"
"dota_finding_match"	"Hledání zápasu... [%s1]"
"[english]dota_finding_match"	"Finding match... [%s1]"
"dota_finding_match_time_only"	"Hledání zápasu... [%s1]"
"[english]dota_finding_match_time_only"	"Finding match... [%s1]"
"dota_num_players_searching"	"HLEDAJÍCÍCH HRÁČŮ: %s1"
"[english]dota_num_players_searching"	"PLAYERS SEARCHING: %s1"
"dota_search_range"	"ROZSAH HLEDÁNÍ"
"[english]dota_search_range"	"SEARCH RANGE"
"dota_num_matching_players"	"ODPOVÍDAJÍCÍCH HRÁČŮ: %s1 z 10"
"[english]dota_num_matching_players"	"MATCHING PLAYERS: %s1 of 10"
"dota_cancel_match_find"	"ZRUŠIT VYHLEDÁVÁNÍ"
"[english]dota_cancel_match_find"	"CANCEL SEARCH"
"dota_match_in_progress"	"Hra již běží"
"[english]dota_match_in_progress"	"Game in progress"
"dota_match_finished"	"Hra skončila"
"[english]dota_match_finished"	"Game is finished"
"dota_match_connecting"	"Připojování do hry..."
"[english]dota_match_connecting"	"Connecting to game..."
"dota_match_connected"	"Připojeno do hry"
"[english]dota_match_connected"	"Connected to game"
"dota_reconnect_to_game"	"ZNOVU PŘIPOJIT"
"[english]dota_reconnect_to_game"	"RECONNECT"
"dota_abandon_game"	"ODEJÍT ZE HRY"
"[english]dota_abandon_game"	"LEAVE GAME"
"dota_disconnect_game"	"ODPOJIT"
"[english]dota_disconnect_game"	"DISCONNECT"
"dota_match_find_server"	"Hledání serveru"
"[english]dota_match_find_server"	"Finding server"
"dota_match_game_ui"	"Nastavení soukromého lobby"
"[english]dota_match_game_ui"	"Private Lobby Setup"
"dota_number_of_spectators"	"Počet diváků: %s1"
"[english]dota_number_of_spectators"	"Number of Spectators: %s1"
"dota_abandon_dialog_title"	"OPUSTIT HRU"
"[english]dota_abandon_dialog_title"	"ABANDON GAME"
"dota_abandon_dialog_warning"	"Opuštění hry před jejím koncem může zkazit celou hru ostatním hráčům."
"[english]dota_abandon_dialog_warning"	"Abandoning a game before it has finished may ruin the game for other players."
"dota_abandon_dialog_confirm"	"Opravdu chceš opustit hru?"
"[english]dota_abandon_dialog_confirm"	"Are you sure you want to abandon this game?"
"dota_play_matchmaking"	"HRÁT ZÁPAS"
"[english]dota_play_matchmaking"	"PLAY GAME"
"dota_play_practice"	"SOUKROMÝ"
"[english]dota_play_practice"	"PRIVATE"
"dota_play_tournament"	"TURNAJ"
"[english]dota_play_tournament"	"TOURNAMENT"
"dota_play_tutorial"	"TUTORIÁL"
"[english]dota_play_tutorial"	"TUTORIAL"
"dota_watch_game"	"SLEDOVAT"
"[english]dota_watch_game"	"WATCH"
"dota_play_matchmaking_desc"	"Najít zápas s podobně zkušenými hráči ze tvého regionu."
"[english]dota_play_matchmaking_desc"	"Find a match with players of similar experience in your region."
"dota_play_practice_desc"	"Vytvoří soukromé lobby pro hraní s přáteli či počítačem."
"[english]dota_play_practice_desc"	"Create a private lobby to play with friends or the A.I. "
"dota_play_tutorial_desc"	"Hrát zápas s učitelem nebo se zapojit do lekce."
"[english]dota_play_tutorial_desc"	"Play a match with a mentor or run through a lesson. "
"dota_play_tournament_desc"	"Najít zápas v soutěžním turnaji."
"[english]dota_play_tournament_desc"	"Find a match in a competitive tournament. "
"dota_play_leaver_left_label"	"Opustil jsi předešlou hru. Pokud ti hra spadla nebo jsi ztratil připojení, měl by ses pokusit připojit zpět do hry. Opouštění her bude mít v budoucnu následky."
"[english]dota_play_leaver_left_label"	"You left your previous game.  If you crash or lose your connection, you should reconnect to the game.  Leaving will have repercussions in the future."
"dota_play_matchmaking_reconnect_hint"	"Pokud hra spadne nebo se odpojíš, můžeš se připojit zpět. Když se nepřipojíš, zkazíš ostatním hráčům zážitek ze hry."
"[english]dota_play_matchmaking_reconnect_hint"	"You can rejoin a game if you crash or disconnect. Not rejoining can ruin the game for the other players."
"dota_play_find_match"	"Najít zápas"
"[english]dota_play_find_match"	"Find a Game"
"dota_play_welcome_title"	"Vítej v Dotě 2"
"[english]dota_play_welcome_title"	"Welcome to Dota 2"
"dota_play_welcome_text"	"Děkujeme za účast ve hře, tvá zpětná vazba\nnám pomůže Dotu 2 ještě více vylepšit."
"[english]dota_play_welcome_text"	"Thank you for participating, your feedback\nwill help make Dota 2 better. "
